,box,txt,score
0,"[[188.0, 70.0], [430.0, 70.0], [430.0, 127.0], [188.0, 127.0]]",上海交通大学,0.8410692811012268
1,"[[596.0, 87.0], [921.0, 87.0], [921.0, 118.0], [596.0, 118.0]]",电子信息与电气工程学院,0.9124974608421326
2,"[[942.0, 96.0], [1102.0, 100.0], [1101.0, 139.0], [941.0, 134.0]]",学术报告,0.964572012424469
3,"[[186.0, 129.0], [424.0, 129.0], [424.0, 153.0], [186.0, 153.0]]",SHANGHAI JIAO TONG UNIVERSITY,0.8744127154350281
4,"[[943.0, 175.0], [996.0, 175.0], [996.0, 214.0], [943.0, 214.0]]",系,0.9895155429840088
5,"[[1050.0, 175.0], [1103.0, 175.0], [1103.0, 212.0], [1050.0, 212.0]]",列,0.9581857919692993
6,"[[68.0, 216.0], [902.0, 216.0], [902.0, 247.0], [68.0, 247.0]]",TalkTitle:Toward IntelligentNeural MachineTranslation,0.9243465662002563
7,"[[378.0, 321.0], [622.0, 323.0], [622.0, 354.0], [378.0, 352.0]]",Speaker:RuiWang,0.9862567186355591
8,"[[382.0, 363.0], [788.0, 363.0], [788.0, 389.0], [382.0, 389.0]]","Time:10:30-12:00Sep24h,2019",0.9334596991539001
9,"[[380.0, 406.0], [727.0, 406.0], [727.0, 432.0], [380.0, 432.0]]","Venue:Room414,SElEE-3",0.9000157713890076
10,"[[380.0, 446.0], [627.0, 446.0], [627.0, 472.0], [380.0, 472.0]]",Host:Prof.HaiZhao,0.9547829627990723
11,"[[380.0, 511.0], [594.0, 511.0], [594.0, 542.0], [380.0, 542.0]]",Introduction:,0.984975278377533
12,"[[435.0, 568.0], [1122.0, 568.0], [1122.0, 594.0], [435.0, 594.0]]",Machinetranslation(MT)isaclassictopicinNLPandAl.,0.9288250803947449
13,"[[380.0, 611.0], [1116.0, 611.0], [1116.0, 636.0], [380.0, 636.0]]",ThehistoryofMTcandate backto1940s.Startingfrom,0.9024142622947693
14,"[[380.0, 649.0], [1116.0, 651.0], [1116.0, 677.0], [380.0, 675.0]]",199os when more and more parallel corpora become,0.88041752576828
15,"[[61.0, 732.0], [1115.0, 732.0], [1115.0, 758.0], [61.0, 758.0]]","motivated models, was groundbreaking. From 2o1Os when more and more",0.9125732779502869
16,"[[59.0, 773.0], [1116.0, 771.0], [1116.0, 797.0], [59.0, 799.0]]","computational resources became available,neural machine translation (NMT)reached",0.9251639246940613
17,"[[61.0, 815.0], [1116.0, 815.0], [1116.0, 841.0], [61.0, 841.0]]","state-of-the-art performance.Recently, unsupervised NMT, which only relies on",0.9223375916481018
18,"[[57.0, 852.0], [939.0, 854.0], [939.0, 886.0], [57.0, 884.0]]","monolingual corpora, becomes an interesting topic to the MT community.",0.9371902346611023
19,"[[122.0, 897.0], [1116.0, 897.0], [1116.0, 922.0], [122.0, 922.0]]","SimilarasotherAltasks,thekeyof MTistotransfertheknowledgefromhumanto",0.9249950051307678
20,"[[63.0, 937.0], [1116.0, 937.0], [1116.0, 963.0], [63.0, 963.0]]","MT, via data and modeling. In this talk, I will introduce how the knowledge is transferred",0.9002113342285156
21,"[[61.0, 980.0], [1118.0, 980.0], [1118.0, 1004.0], [61.0, 1004.0]]","to MT systems during the development of MT. In addition, I will introduce some recent",0.9085493087768555
22,"[[59.0, 1016.0], [631.0, 1016.0], [631.0, 1048.0], [59.0, 1048.0]]",representative cutting-edge NMT technologies.,0.9340159296989441
23,"[[59.0, 1079.0], [227.0, 1079.0], [227.0, 1112.0], [59.0, 1112.0]]",Short Bio:,0.9457017779350281
24,"[[127.0, 1136.0], [1118.0, 1138.0], [1118.0, 1170.0], [127.0, 1168.0]]",Rui Wang is a tenure-track researcher at National Institute of Information and,0.9364129304885864
25,"[[63.0, 1183.0], [1116.0, 1183.0], [1116.0, 1208.0], [63.0, 1208.0]]","Communications Technology (NiCT),Japan.Before that,he graduatedfromShanghai",0.89364093542099
26,"[[61.0, 1223.0], [1116.0, 1223.0], [1116.0, 1249.0], [61.0, 1249.0]]","Jiao Tong University in 2016.His researchfocuses on machine translation,a classic",0.8998774886131287
27,"[[61.0, 1264.0], [1116.0, 1264.0], [1116.0, 1290.0], [61.0, 1290.0]]",task in NLP (or even in Al). He (as the first and the corresponding authors) has,0.8775293231010437
28,"[[63.0, 1304.0], [1115.0, 1304.0], [1115.0, 1330.0], [63.0, 1330.0]]","publishedmorethan2opapersintop-tierNLPconferencesand journals,suchasACL,",0.9100698828697205
29,"[[63.0, 1343.0], [1115.0, 1343.0], [1115.0, 1369.0], [63.0, 1369.0]]","EMNLP,AAAl,IJCAl,TASLP,etc.HehasalsowonthefirstplacesontheWMT shared",0.9355764389038086
30,"[[61.0, 1385.0], [1116.0, 1385.0], [1116.0, 1411.0], [61.0, 1411.0]]","tasks,suchas the unsupervised Czech<->German task in 2o19 and thesupervised",0.8913515210151672
31,"[[63.0, 1426.0], [1115.0, 1426.0], [1115.0, 1452.0], [63.0, 1452.0]]",Finnish/Estonian<->English tasks in2018.He served as the area co-chairs of CCL-,0.9060208201408386
32,"[[61.0, 1467.0], [965.0, 1467.0], [965.0, 1498.0], [61.0, 1498.0]]",2018/2019 and the organization co-chairs of PACLIC-29and YCCL-2012.,0.9185047745704651
