,box,txt,score
0,"[[790.0, 11.0], [1064.0, 11.0], [1064.0, 46.0], [790.0, 46.0]]",信息科学技术学院,0.938177227973938
1,"[[792.0, 44.0], [956.0, 42.0], [956.0, 60.0], [792.0, 62.0]]",SCHOOLOPELECTEGNICS ENGINEERING,0.8820540904998779
2,"[[439.0, 131.0], [622.0, 131.0], [622.0, 211.0], [439.0, 211.0]]",席谈,0.7862593531608582
3,"[[105.0, 144.0], [243.0, 144.0], [243.0, 211.0], [105.0, 211.0]]",信科,0.9852563142776489
4,"[[118.0, 248.0], [702.0, 254.0], [701.0, 340.0], [117.0, 335.0]]",青年学术沙龙,0.9700778126716614
5,"[[721.0, 294.0], [925.0, 294.0], [925.0, 349.0], [721.0, 349.0]]",第十一期,0.9967235922813416
6,"[[556.0, 408.0], [1047.0, 404.0], [1048.0, 514.0], [557.0, 518.0]]",纳米材料,0.8563613295555115
7,"[[686.0, 530.0], [1050.0, 530.0], [1050.0, 638.0], [686.0, 638.0]]",与技术,0.934171199798584
8,"[[568.0, 659.0], [1052.0, 659.0], [1052.0, 702.0], [568.0, 702.0]]",一众聚合物到碳纳米管,0.933465301990509
9,"[[698.0, 781.0], [881.0, 781.0], [881.0, 868.0], [698.0, 868.0]]",时间,0.9962284564971924
10,"[[606.0, 897.0], [975.0, 893.0], [975.0, 948.0], [606.0, 952.0]]",5月12日（周五,0.9199449419975281
11,"[[214.0, 929.0], [357.0, 924.0], [359.0, 999.0], [217.0, 1004.0]]",夏煜,0.9966950416564941
12,"[[714.0, 976.0], [869.0, 976.0], [869.0, 1040.0], [714.0, 1040.0]]",19:00,0.9635052680969238
13,"[[41.0, 1086.0], [513.0, 1086.0], [513.0, 1134.0], [41.0, 1134.0]]",北京大学电子学院,0.739028811454773
14,"[[41.0, 1157.0], [515.0, 1161.0], [515.0, 1210.0], [41.0, 1207.0]]",碳基电子孚研究中,0.8838495016098022
15,"[[703.0, 1168.0], [885.0, 1168.0], [885.0, 1254.0], [703.0, 1254.0]]",地点,0.7753602862358093
16,"[[41.0, 1230.0], [515.0, 1230.0], [515.0, 1285.0], [41.0, 1285.0]]",心研究员、博士生,0.984168529510498
17,"[[615.0, 1278.0], [984.0, 1278.0], [984.0, 1345.0], [615.0, 1345.0]]",北京大学,0.9900248050689697
18,"[[39.0, 1301.0], [513.0, 1301.0], [513.0, 1354.0], [39.0, 1354.0]]",导师，研究方向为,0.9092937707901001
19,"[[623.0, 1359.0], [954.0, 1359.0], [954.0, 1421.0], [623.0, 1421.0]]",理科一号楼,0.9438530206680298
20,"[[39.0, 1377.0], [517.0, 1377.0], [517.0, 1430.0], [39.0, 1430.0]]",碳基纳米材料，主,0.9223533868789673
21,"[[39.0, 1449.0], [515.0, 1449.0], [515.0, 1503.0], [39.0, 1503.0]]",要包括新材料开发,0.9025205969810486
22,"[[695.0, 1444.0], [893.0, 1444.0], [893.0, 1499.0], [695.0, 1499.0]]",1131,0.9436820149421692
23,"[[92.0, 1522.0], [513.0, 1522.0], [513.0, 1575.0], [92.0, 1575.0]]",纳米材料自组装,0.9312726259231567
24,"[[38.0, 1591.0], [464.0, 1597.0], [463.0, 1652.0], [37.0, 1646.0]]",与电子器件应用,0.9406834244728088
