,box,txt,score
0,"[[102.0, 158.0], [497.0, 163.0], [497.0, 229.0], [101.0, 224.0]]",学术邀请报告,0.970447301864624
1,"[[101.0, 326.0], [1046.0, 326.0], [1046.0, 368.0], [101.0, 368.0]]",报告题目：南极科考、激光遥感以及重力波,0.9479584693908691
2,"[[354.0, 412.0], [948.0, 412.0], [948.0, 453.0], [354.0, 453.0]]",LidarExplorationofAntarctic,0.947398841381073
3,"[[352.0, 495.0], [1024.0, 495.0], [1024.0, 551.0], [352.0, 551.0]]","Atmosphere, Space, and Beyond",0.9579037427902222
4,"[[103.0, 585.0], [893.0, 585.0], [893.0, 626.0], [103.0, 626.0]]",报告人：初鑫钊（XinzhaoChu）教授,0.9007365703582764
5,"[[103.0, 672.0], [613.0, 672.0], [613.0, 714.0], [103.0, 714.0]]",地点：理科二号楼2736,0.937044620513916
6,"[[106.0, 760.0], [1085.0, 760.0], [1085.0, 802.0], [106.0, 802.0]]",时间：2018年9月20日（周四）14:00-16:00,0.9255584478378296
7,"[[101.0, 931.0], [276.0, 931.0], [276.0, 975.0], [101.0, 975.0]]",专家简介,0.9908720254898071
8,"[[106.0, 1023.0], [1359.0, 1023.0], [1359.0, 1057.0], [106.0, 1057.0]]",初鑫钊（XinzhaoChu），女，北京大学博士毕业，现为美国科罗拉多大学,0.9527589678764343
9,"[[121.0, 1106.0], [1440.0, 1106.0], [1440.0, 1148.0], [121.0, 1148.0]]",（University of Colorado at Boulder）教授。美国环境科学研究院（CIRES）,0.9118147492408752
10,"[[103.0, 1196.0], [1514.0, 1196.0], [1514.0, 1230.0], [103.0, 1230.0]]",Fe11oW；美国激光雷达协会技术中心主任；第24、25、26届ILRC中高层大气物理和,0.9288474917411804
11,"[[106.0, 1282.0], [1514.0, 1282.0], [1514.0, 1316.0], [106.0, 1316.0]]",化学委员会主席。初鑫钊教授是世界上著名的激光雷达（LIDAR）科学家。她不仅是,0.9148281812667847
12,"[[103.0, 1369.0], [834.0, 1369.0], [834.0, 1403.0], [103.0, 1403.0]]",激光雷达原理技术的创新开拓者，更是以激,0.9912778735160828
13,"[[106.0, 1457.0], [834.0, 1457.0], [834.0, 1491.0], [106.0, 1491.0]]",光雷达研究全球大气科学的知名学者。致力,0.9179955720901489
14,"[[113.0, 1542.0], [837.0, 1542.0], [837.0, 1576.0], [113.0, 1576.0]]",于共振荧光、瑞利激光雷达技术和中高层大,0.9665995240211487
15,"[[108.0, 1630.0], [832.0, 1630.0], [832.0, 1664.0], [108.0, 1664.0]]",气探测与研究。国际上第一个利用激光雷达,0.9410234689712524
16,"[[1044.0, 1637.0], [1428.0, 1642.0], [1427.0, 1691.0], [1043.0, 1686.0]]",MCMURDO STATION,0.9699417948722839
17,"[[1115.0, 1701.0], [1376.0, 1701.0], [1376.0, 1749.0], [1115.0, 1749.0]]",ANTARCTICA,0.9840319752693176
18,"[[106.0, 1718.0], [832.0, 1718.0], [832.0, 1749.0], [106.0, 1749.0]]",对南北极点进行大气探测的科学家，并取得,0.9359428882598877
19,"[[108.0, 1801.0], [820.0, 1801.0], [820.0, 1842.0], [108.0, 1842.0]]",了重大的科学发现。在Science、JGR、GRL,0.9797946810722351
20,"[[103.0, 1883.0], [655.0, 1886.0], [655.0, 1927.0], [103.0, 1925.0]]",等国际知名杂志发表文章70余篇。,0.9914712309837341
21,"[[98.0, 2015.0], [256.0, 2015.0], [256.0, 2059.0], [98.0, 2059.0]]",主办单位,0.9821192026138306
22,"[[101.0, 2103.0], [564.0, 2103.0], [564.0, 2144.0], [101.0, 2144.0]]",北京大学信息科学技术学院,0.9859285950660706
