,box,txt,score
0,"[[75.0, 60.0], [595.0, 60.0], [595.0, 91.0], [75.0, 91.0]]",信息科学前沿与产业创新课程暨,0.9555920958518982
1,"[[129.0, 115.0], [540.0, 115.0], [540.0, 145.0], [129.0, 145.0]]",信息科学技术学院第九,0.9644683599472046
2,"[[73.0, 169.0], [589.0, 167.0], [589.0, 297.0], [73.0, 299.0]]",知存讲座,0.7892482280731201
3,"[[83.0, 333.0], [573.0, 333.0], [573.0, 364.0], [83.0, 364.0]]",AI大模型带来算力基础的改变,0.9270780682563782
4,"[[122.0, 429.0], [500.0, 430.0], [500.0, 455.0], [122.0, 453.0]]",时间：2023年4月28日晚18：40,0.9005489349365234
5,"[[123.0, 472.0], [407.0, 472.0], [407.0, 495.0], [123.0, 495.0]]",地点：北京大学理教106,0.9810031056404114
6,"[[414.0, 539.0], [518.0, 539.0], [518.0, 575.0], [414.0, 575.0]]",王绍迪,0.8966419100761414
7,"[[42.0, 598.0], [53.0, 598.0], [53.0, 643.0], [42.0, 643.0]]",讲座宿,0.6112096309661865
8,"[[371.0, 604.0], [565.0, 604.0], [565.0, 621.0], [371.0, 621.0]]",知存科技创始人兼CEO,0.9330472350120544
9,"[[333.0, 651.0], [639.0, 651.0], [639.0, 668.0], [333.0, 668.0]]",北京大学学士，美国加利福尼亚大学,0.9180690050125122
10,"[[293.0, 685.0], [638.0, 684.0], [638.0, 701.0], [293.0, 702.0]]",洛杉矶分校博士，国家万人计划创业领军人,0.9752846956253052
11,"[[296.0, 720.0], [641.0, 720.0], [641.0, 737.0], [296.0, 737.0]]",才，2021年中国创业青年奖获得者授权,0.9414593577384949
12,"[[294.0, 754.0], [613.0, 755.0], [613.0, 772.0], [294.0, 771.0]]",国内外专利30余项，发表学术文章30篇。,0.9057466387748718
