,box,txt,score
0,"[[790.0, 11.0], [1064.0, 11.0], [1064.0, 46.0], [790.0, 46.0]]",信息科学技术学院,0.9233191609382629
1,"[[433.0, 129.0], [623.0, 129.0], [623.0, 213.0], [433.0, 213.0]]",席谈,0.9980877041816711
2,"[[105.0, 144.0], [242.0, 144.0], [242.0, 211.0], [105.0, 211.0]]",信科,0.976650059223175
3,"[[121.0, 257.0], [693.0, 257.0], [693.0, 337.0], [121.0, 337.0]]",青年学术沙龙,0.7837004661560059
4,"[[712.0, 294.0], [867.0, 294.0], [867.0, 346.0], [712.0, 346.0]]",第八期,0.8092668056488037
5,"[[447.0, 404.0], [1058.0, 400.0], [1059.0, 510.0], [448.0, 514.0]]",铁电晶体管,0.9865039587020874
6,"[[574.0, 537.0], [847.0, 537.0], [847.0, 586.0], [574.0, 586.0]]",将CPUD,0.7538138628005981
7,"[[824.0, 535.0], [1068.0, 535.0], [1068.0, 590.0], [824.0, 590.0]]",内存、硬,0.9856556057929993
8,"[[773.0, 601.0], [1073.0, 601.0], [1073.0, 661.0], [773.0, 661.0]]",盘融为一体,0.994308590888977
9,"[[682.0, 762.0], [863.0, 762.0], [863.0, 856.0], [682.0, 856.0]]",时间,0.9976651668548584
10,"[[597.0, 879.0], [959.0, 879.0], [959.0, 939.0], [597.0, 939.0]]",3月17日周五,0.9259529113769531
11,"[[696.0, 964.0], [853.0, 964.0], [853.0, 1022.0], [696.0, 1022.0]]",19:00,0.9886797070503235
12,"[[156.0, 1005.0], [336.0, 1001.0], [338.0, 1063.0], [157.0, 1067.0]]",唐克超,0.9989145398139954
13,"[[687.0, 1125.0], [867.0, 1125.0], [867.0, 1212.0], [687.0, 1212.0]]",地点,0.7584964632987976
14,"[[41.0, 1153.0], [510.0, 1153.0], [510.0, 1201.0], [41.0, 1201.0]]",北京大学集成电路,0.8973686695098877
15,"[[38.0, 1222.0], [513.0, 1226.0], [513.0, 1279.0], [37.0, 1276.0]]",学院研究员，博士,0.9615952968597412
16,"[[595.0, 1235.0], [972.0, 1235.0], [972.0, 1302.0], [595.0, 1302.0]]",北京大学,0.9933378100395203
17,"[[39.0, 1299.0], [513.0, 1299.0], [513.0, 1352.0], [39.0, 1352.0]]",生导师，研究方向,0.9571812152862549
18,"[[577.0, 1318.0], [970.0, 1318.0], [970.0, 1379.0], [577.0, 1379.0]]",微纳电子大厦,0.9839804172515869
19,"[[41.0, 1375.0], [512.0, 1375.0], [512.0, 1423.0], [41.0, 1423.0]]",为基于边渡金属氧,0.7967609763145447
20,"[[719.0, 1394.0], [837.0, 1394.0], [837.0, 1462.0], [719.0, 1462.0]]",103,0.8149955868721008
21,"[[41.0, 1448.0], [512.0, 1448.0], [512.0, 1495.0], [41.0, 1495.0]]",化物的存储与传感,0.8990408182144165
22,"[[30.0, 1513.0], [183.0, 1513.0], [183.0, 1577.0], [30.0, 1577.0]]",器件。,0.8199014663696289
