,box,txt,score
0,"[[93.0, 42.0], [280.0, 42.0], [280.0, 66.0], [93.0, 66.0]]",信息科学技术学院,0.9398596286773682
1,"[[106.0, 81.0], [156.0, 78.0], [158.0, 104.0], [107.0, 107.0]]",成立,0.9948011636734009
2,"[[169.0, 80.0], [208.0, 80.0], [208.0, 105.0], [169.0, 105.0]]",10,0.8621230125427246
3,"[[217.0, 80.0], [266.0, 80.0], [266.0, 105.0], [217.0, 105.0]]",周年,0.8858733177185059
4,"[[30.0, 119.0], [319.0, 119.0], [319.0, 133.0], [30.0, 133.0]]",北京大学信息技术与信息化家进行,0.8822596073150635
5,"[[42.0, 149.0], [304.0, 149.0], [304.0, 159.0], [42.0, 159.0]]",TowardsInSituSoftwareEngineeringTechnologies,0.921978771686554
6,"[[117.0, 167.0], [244.0, 167.0], [244.0, 177.0], [117.0, 177.0]]",PreEDr.Carf Chasg-lowaStiteUniversity,0.8498587608337402
7,"[[118.0, 181.0], [213.0, 181.0], [213.0, 194.0], [118.0, 194.0]]",北京大学理科2号楼2736,0.9619998931884766
8,"[[119.0, 175.0], [190.0, 175.0], [190.0, 185.0], [119.0, 185.0]]",10月9日下午3:00,0.8609085083007812
9,"[[57.0, 203.0], [92.0, 203.0], [92.0, 213.0], [57.0, 213.0]]",Abstract,0.9924509525299072
10,"[[58.0, 232.0], [204.0, 232.0], [204.0, 239.0], [58.0, 239.0]]",SalsUsinareayyin1939-1341haixkvatfint,0.6253635883331299
11,"[[59.0, 256.0], [90.0, 256.0], [90.0, 263.0], [59.0, 263.0]]",hghtis,0.5007272958755493
12,"[[58.0, 381.0], [119.0, 381.0], [119.0, 391.0], [58.0, 391.0]]",Short Biography,0.9403030276298523
