,box,txt,score
0,"[[63.0, 50.0], [465.0, 50.0], [465.0, 74.0], [63.0, 74.0]]",信息科学前沿与产业创新课程,0.8947322368621826
1,"[[60.0, 92.0], [467.0, 92.0], [467.0, 118.0], [60.0, 118.0]]",暨信息科学技术学院第五期,0.8894307613372803
2,"[[59.0, 145.0], [469.0, 145.0], [469.0, 225.0], [59.0, 225.0]]",知存讲座,0.9637091159820557
3,"[[113.0, 282.0], [412.0, 282.0], [412.0, 306.0], [113.0, 306.0]]",集成电路先进制造,0.9881091117858887
4,"[[119.0, 348.0], [350.0, 348.0], [350.0, 364.0], [119.0, 364.0]]",时间：3月10日下午18:40,0.8980715274810791
5,"[[118.0, 377.0], [340.0, 377.0], [340.0, 397.0], [118.0, 397.0]]",地点：北京大学理教208,0.9643695950508118
6,"[[323.0, 441.0], [404.0, 441.0], [404.0, 470.0], [323.0, 470.0]]",隋振超,0.8939940333366394
7,"[[267.0, 506.0], [487.0, 506.0], [487.0, 519.0], [267.0, 519.0]]",2003年加入中芯国际集成电路制造有,0.9158483147621155
8,"[[241.0, 523.0], [479.0, 524.0], [479.0, 538.0], [241.0, 537.0]]",限公司，曾负责中芯国际65nm，40nm，,0.9200047850608826
9,"[[242.0, 542.0], [488.0, 542.0], [488.0, 555.0], [242.0, 555.0]]",28nm的大规模量产，领导了22nm，2D,0.9166533350944519
10,"[[241.0, 559.0], [487.0, 558.0], [487.0, 572.0], [241.0, 573.0]]",NANDflash，新型存储器等成熟工艺技术,0.8898366689682007
11,"[[242.0, 577.0], [487.0, 577.0], [487.0, 590.0], [242.0, 590.0]]",平台开发。作为负责人和技术专家，先后,0.960613489151001
12,"[[242.0, 594.0], [487.0, 594.0], [487.0, 608.0], [242.0, 608.0]]",参与了多项科技部、发改委和北京市的重,0.9892256855964661
13,"[[242.0, 612.0], [487.0, 612.0], [487.0, 626.0], [242.0, 626.0]]",大技术项目。目前担任中芯国际晶圆三厂（,0.9396155476570129
14,"[[240.0, 628.0], [336.0, 630.0], [336.0, 644.0], [240.0, 642.0]]",中芯京城）厂长。,0.9013645648956299
